,miRNA,Plasma_C1,Plasma_C2,Plasma_C3,Plasma_C4,Plasma_C5,Plasma_C6,Plasma_HP01_T,Plasma_HP02_T,Plasma_HP03_T,Plasma_HP04_T,Plasma_HP01_T,Tissue_HP01_T,Tissue_HP02_T,Tissue_HP03_T,Tissue_HP04_T,Tissue_HP05_T,Tissue_HP01_N,Tissue_HP03_N,Tissue_HP04_N,Tissue_HP05_N
233,hsa-miR-143-3p,799,1170,2045,2486,1251,3530,1533,322,1408,1361,1713,545251,679635,95534,504250,365577,135477,88892,145596,317500
234,hsa-miR-143-5p,15,87,71,94,136,231,25,14,15,29,16,969,2490,151,1571,913,283,169,499,934
235,hsa-miR-144-3p,39,342,700,724,392,1223,12,0,10,10,0,0,24,11,200,0,0,140,19,16
236,hsa-miR-144-5p,34,135,182,297,281,394,0,0,0,0,61,42,74,38,801,13,38,528,131,79
237,hsa-miR-145-3p,11,30,34,61,51,65,0,0,0,11,12,992,2235,168,1163,455,210,150,377,695
238,hsa-miR-145-5p,35,257,418,355,213,539,26,0,49,52,42,10615,23834,1179,15748,6461,2985,2367,5205,14879
239,hsa-miR-1468-3p,0,25,21,32,37,45,0,12,0,14,0,0,0,0,0,0,0,0,0,0
240,hsa-miR-1468-5p,19,60,44,65,172,258,44,17,40,48,35,79,70,25,105,53,152,13,143,120
241,hsa-miR-1469,19,68,66,87,131,113,0,0,0,0,0,0,0,66,12,0,0,334,22,13
242,hsa-miR-146a-3p,0,33,31,30,123,128,16,12,0,0,0,15,98,0,128,12,0,0,33,30
243,hsa-miR-146a-5p,1403,2584,3489,4271,2358,4917,881,100,250,358,480,21085,92213,15000,155953,14664,13295,3886,21316,53036
244,hsa-miR-146b-3p,14,57,50,28,86,84,28,13,0,26,34,999,674,743,930,432,705,78,1252,941
245,hsa-miR-146b-5p,98,201,251,292,239,501,173,29,232,50,91,40718,47335,47606,74026,20132,34240,3735,82824,74759
246,hsa-miR-1470,14,49,40,44,130,127,0,0,0,0,0,0,0,0,0,0,0,40,0,0
247,hsa-miR-1471,0,23,14,22,92,113,10,0,0,0,0,0,0,0,0,0,0,12,0,0
248,hsa-miR-147a,0,43,25,27,33,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0
249,hsa-miR-147b,0,13,0,10,27,45,0,0,0,0,0,50,61,153,37,194,64,20,61,107
250,hsa-miR-148a-3p,1244,1250,2143,1988,1600,2658,6207,1111,5660,11759,12981,150897,159601,31429,31813,116723,1336241,69469,1061360,1033614
251,hsa-miR-148a-5p,102,96,106,160,239,334,47,36,15,0,11,184,236,33,36,80,497,89,1455,565
252,hsa-miR-148b-3p,144,319,492,520,386,767,194,56,114,123,285,10469,15313,7635,21902,14374,10619,1724,6660,9736
253,hsa-miR-148b-5p,0,41,66,59,44,53,11,0,0,16,0,272,286,229,398,646,251,55,164,258
254,hsa-miR-149-3p,18,104,36,51,176,218,13,14,10,0,0,0,0,13,0,0,13,52,0,11
255,hsa-miR-149-5p,15,73,51,59,122,113,18,0,16,0,0,132,1435,188,270,168,124,23,111,150
256,hsa-miR-150-3p,46,111,113,121,94,103,0,12,0,11,0,27,12,0,19,0,25,23,21,29
257,hsa-miR-150-5p,3764,10652,13835,8991,2400,7944,191,131,143,100,128,2830,2969,607,1358,258,1301,775,848,1169
258,hsa-miR-151a-3p,593,619,1108,644,749,1159,1100,128,442,956,1642,12734,17290,29053,30824,26657,12411,2095,11294,16539
259,hsa-miR-151b/151a-5p,20,51,99,56,163,175,21,19,23,31,37,650,1158,782,1606,842,818,151,498,690
260,hsa-miR-152-3p,65,111,158,197,117,260,76,20,70,93,105,14439,31702,3009,36074,6974,6390,935,7176,9816
261,hsa-miR-152-5p,90,200,221,214,218,259,28,35,11,20,0,18,33,0,33,14,0,11,12,16
262,hsa-miR-153-3p,0,10,16,14,37,33,0,0,0,0,0,54,77,24,105,14,31,19,44,52
263,hsa-miR-153-5p,0,0,18,11,59,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,hsa-miR-1537-3p,0,27,27,19,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,hsa-miR-1537-5p,0,22,32,23,47,64,0,15,0,0,0,0,0,0,0,0,0,0,0,0
266,hsa-miR-1538,0,44,24,21,37,43,14,14,0,0,29,0,0,0,0,0,0,0,0,0
267,hsa-miR-1539,34,68,82,104,100,112,0,0,0,0,0,20,20,19,40,15,0,35,33,34
268,hsa-miR-154-3p,0,29,29,22,54,58,0,23,0,0,0,17,23,0,0,0,15,0,18,11
269,hsa-miR-154-5p,13,42,53,64,58,80,0,0,0,0,0,239,545,0,15,66,187,20,456,381
270,hsa-miR-155-3p,0,16,12,16,44,48,0,11,0,0,0,0,0,0,0,0,0,0,0,0
271,hsa-miR-155-5p,274,334,230,366,375,493,142,110,77,58,273,18939,16953,59008,33565,8080,17739,5487,6945,15124
272,hsa-miR-1587,0,54,23,36,117,85,11,21,0,0,0,0,0,0,0,0,0,0,0,0
273,hsa-miR-15a-3p,0,25,25,41,35,30,0,0,0,0,0,0,14,0,14,0,0,0,0,0
274,hsa-miR-15a-5p,147,608,749,864,776,1303,0,33,20,0,41,862,3189,508,4797,478,614,413,704,974
275,hsa-miR-15b-3p,60,277,303,273,88,171,0,0,0,0,15,204,524,286,480,98,82,56,58,95
276,hsa-miR-15b-5p,94,520,700,708,667,1169,43,42,0,21,80,1488,3907,1041,2936,426,523,371,249,342
277,hsa-miR-16-1-3p,13,22,28,34,57,59,0,0,0,0,0,0,25,0,15,0,0,0,0,0
278,hsa-miR-16-2-3p,169,547,799,340,701,760,462,395,72,283,832,775,1073,254,1075,274,547,147,295,387
279,hsa-miR-16-5p,45427,184775,311221,138415,273018,315621,33075,22494,6182,16025,51944,203174,317087,156625,682079,119828,221894,77891,76276,122955
280,hsa-miR-17-3p,0,24,34,18,44,72,14,0,15,0,0,132,436,134,185,86,69,29,92,128
281,hsa-miR-17-5p,57,176,318,179,274,445,21,0,0,17,39,346,893,527,573,261,279,115,181,182
282,hsa-miR-181a-2-3p,21,62,78,92,99,135,36,25,0,0,29,1294,1937,625,2628,1548,1124,151,934,998
283,hsa-miR-181a-3p,20,93,98,87,84,129,39,15,39,0,24,614,1383,320,5341,492,255,73,407,558
284,hsa-miR-181a-5p,333,1224,1889,1408,1940,2307,278,147,208,150,208,45313,58427,7915,84038,29306,8422,3741,26876,9921
285,hsa-miR-181b-2-3p,22,129,204,205,105,109,0,0,0,0,0,22,44,11,36,14,0,0,23,30
286,hsa-miR-181b-3p,0,0,16,33,62,46,0,0,0,0,0,30,67,33,442,30,17,0,20,30
287,hsa-miR-181b-5p,118,242,366,311,380,462,62,27,74,25,80,11974,15899,3991,19163,12606,3160,908,6375,2794
288,hsa-miR-181c-3p,11,42,54,39,189,268,11,27,16,0,14,194,534,106,366,194,67,20,198,194
289,hsa-miR-181c-5p,20,55,59,65,148,179,0,14,0,0,0,521,1293,115,356,465,136,42,698,309
290,hsa-miR-181d-3p,114,338,412,292,129,114,10,15,24,24,0,10,0,0,13,11,0,30,0,0
291,hsa-miR-181d-5p,17,50,67,53,90,91,16,23,47,24,0,773,1919,406,724,1117,328,55,665,313
292,hsa-miR-182-3p,0,12,16,13,42,50,0,0,20,0,0,0,13,0,0,0,0,12,0,0
293,hsa-miR-182-5p,259,201,180,276,483,621,182,87,91,79,539,30946,29944,29185,962,30493,22573,1448,16650,15860
294,hsa-miR-1825,0,18,86,30,42,47,0,0,0,0,0,0,0,0,0,0,0,14,0,0
295,hsa-miR-1827,21,52,26,34,247,193,30,24,11,0,0,16,14,0,12,10,0,22,0,0
296,hsa-miR-183-3p,37,224,145,140,60,75,0,17,0,0,0,14,34,23,0,13,0,0,0,0
297,hsa-miR-183-5p,140,142,122,177,244,312,254,210,71,137,1070,12066,12815,18310,417,28989,11182,651,3992,4938
298,hsa-miR-184,52,77,88,66,181,157,20,52,18,0,36,79,418,176,41,28,136,11,33,168
299,hsa-miR-185-3p,26,92,85,102,196,267,18,26,0,0,0,42,60,38,107,88,37,29,46,40
300,hsa-miR-185-5p,492,1183,1443,1387,1965,3182,61,52,63,49,172,1399,4012,1757,7245,3020,1511,424,2642,2889
301,hsa-miR-186-3p,24,72,84,67,93,66,0,18,0,0,0,10,24,0,0,0,0,14,11,13
302,hsa-miR-186-5p,120,483,893,754,561,1063,51,0,18,0,57,2715,10592,2456,6947,2129,1417,796,3472,4174
303,hsa-miR-187-3p,12,104,42,38,159,172,32,0,0,0,0,14,110,28,91,12,12,0,29,40
304,hsa-miR-187-5p,40,56,73,63,187,176,18,0,0,0,0,0,0,0,0,0,0,10,0,0
305,hsa-miR-188-3p,0,23,38,41,48,57,0,10,0,0,0,0,0,0,10,0,0,16,0,0
306,hsa-miR-188-5p,13,32,27,27,48,84,0,10,0,0,0,13,38,0,19,0,0,12,10,0
307,hsa-miR-18a-3p,0,56,93,52,77,114,12,0,0,0,0,42,122,41,44,35,21,36,36,14
308,hsa-miR-18a-5p,58,295,312,355,353,392,14,15,41,0,0,47,153,102,134,54,67,35,29,37
309,hsa-miR-18b-3p,10,65,73,83,66,81,0,0,10,0,0,0,0,0,0,0,0,0,0,0
310,hsa-miR-18b-5p,38,137,129,165,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,hsa-miR-1908-3p,47,169,313,128,299,346,23,32,15,18,17,0,0,15,16,10,0,115,42,14
312,hsa-miR-1908-5p,68,150,165,160,437,543,21,53,32,25,21,0,0,0,0,0,0,29,0,0
313,hsa-miR-1909-3p,20,132,85,91,351,444,0,11,12,0,0,19,0,0,15,12,13,21,0,0
314,hsa-miR-1909-5p,43,906,256,87,105,257,33,11,0,0,0,22,10,0,0,0,0,18,0,10
315,hsa-miR-190a-3p,0,14,19,15,32,28,11,0,0,0,0,0,25,0,0,0,0,0,0,0
316,hsa-miR-190a-5p,45,49,57,108,135,218,0,0,11,0,15,679,1717,99,1152,674,472,405,271,524
317,hsa-miR-190b,56,176,47,63,72,96,18,23,20,16,0,89,169,66,118,155,457,13,345,301
318,hsa-miR-191-3p,28,81,43,69,192,183,33,32,17,16,10,61,71,43,120,30,41,14,71,61
319,hsa-miR-191-5p,572,1374,1498,1680,1871,5283,788,162,235,345,1487,29275,36096,24892,61083,13671,13721,5604,14595,18216
320,hsa-miR-1910-3p,0,17,14,16,62,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,hsa-miR-1910-5p,92,287,423,321,51,60,16,0,0,20,0,0,0,0,0,0,0,13,0,0
322,hsa-miR-1911-3p,0,39,73,71,71,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,hsa-miR-1911-5p,0,133,11,25,82,96,0,0,0,0,0,10,17,0,21,0,0,10,13,13
324,hsa-miR-1912,30,18,16,12,79,88,10,0,0,0,0,0,0,0,0,0,0,14,0,0
325,hsa-miR-1913,33,66,62,99,75,69,0,13,0,0,0,0,0,0,0,0,0,23,0,0
326,hsa-miR-1914-3p,35,138,391,131,83,87,0,0,0,11,0,0,0,0,0,0,0,23,0,0
327,hsa-miR-1914-5p,25,135,60,74,137,130,15,23,0,13,0,0,0,0,15,0,0,32,0,10
328,hsa-miR-1915-3p,39,400,192,117,129,153,10,16,16,0,0,0,0,17,11,0,0,498,10,0
329,hsa-miR-1915-5p,20,36,42,47,78,128,0,0,11,0,0,0,0,0,15,0,0,21,10,0
330,hsa-miR-192-3p,0,40,30,41,161,186,17,17,0,0,0,386,16,12,13,141,42,364,111,129
331,hsa-miR-192-5p,227,837,770,1377,1039,2465,894,102,515,765,713,134620,3203,2007,1837,40157,27603,162899,41988,55855
332,hsa-miR-193a-3p,0,28,33,29,64,81,0,0,0,0,0,11,23,0,22,0,0,13,20,13
333,hsa-miR-193a-5p,166,664,485,740,417,566,154,24,119,224,387,559,940,643,2172,187,529,32,725,482
334,hsa-miR-193b-3p,23,50,96,74,121,140,25,34,0,0,0,103,404,59,35,54,40,0,173,76
335,hsa-miR-193b-5p,51,208,94,93,170,181,145,31,160,281,222,88,203,115,77,60,104,17,269,102
336,hsa-miR-194-3p,0,19,23,28,69,89,0,16,0,0,0,505,0,0,0,69,80,219,51,52
337,hsa-miR-194-5p,63,340,372,568,459,800,59,21,119,115,75,21557,834,245,266,5963,2128,28227,2546,2754
338,hsa-miR-195-3p,0,22,20,14,25,44,0,11,13,0,12,304,298,33,35,70,71,39,78,135
339,hsa-miR-195-5p,217,528,968,441,719,839,566,378,67,238,804,10476,17012,733,2111,1495,2841,1345,1802,3757
340,hsa-miR-196a-3p,161,494,502,691,187,230,34,35,30,36,0,22,39,12,12,13,0,14,15,14
341,hsa-miR-196a-5p,89,406,314,264,81,88,15,31,47,57,17,3537,5620,9268,86,16429,509,23,50,227
342,hsa-miR-196b-3p,49,100,127,225,157,115,24,30,0,0,12,0,0,0,0,0,0,49,0,0
343,hsa-miR-196b-5p,56,76,69,49,83,135,17,17,21,39,59,1215,1182,1979,6048,4101,226,33,36,121
344,hsa-miR-197-3p,581,1991,1654,1319,2462,2579,172,87,88,183,135,628,973,570,973,383,558,108,416,726
345,hsa-miR-197-5p,17,49,33,180,154,184,14,10,0,12,0,0,0,11,13,0,0,25,10,0
346,hsa-miR-1972,0,11,22,25,52,43,0,0,14,0,0,0,0,0,0,0,0,49,0,10
347,hsa-miR-1973,0,18,0,0,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,hsa-miR-1976,36,101,80,69,144,160,22,18,10,0,0,25,30,22,35,20,22,23,0,10
349,hsa-miR-198,0,26,12,31,88,92,0,0,0,0,0,0,0,0,11,0,0,14,0,0
350,hsa-miR-199a-3p,842,1388,2535,2094,1911,3159,1181,178,1320,1553,1478,415045,782443,23779,732008,209768,141246,17994,195100,352886
351,hsa-miR-199a-5p,15,72,139,116,132,219,22,14,62,18,25,16038,45115,830,31538,11648,5942,1020,7209,13221
352,hsa-miR-199b-3p,126,240,308,310,242,429,410,37,239,493,448,53939,102360,2650,101939,22635,16259,1981,24968,42228
353,hsa-miR-199b-5p,27,189,219,193,53,154,16,22,33,0,10,15401,54333,625,21169,7208,2208,712,7164,13544
354,hsa-miR-19a-3p,38,85,165,292,204,375,14,0,0,0,0,204,1268,230,607,141,191,111,288,382
355,hsa-miR-19a-5p,0,17,16,20,66,71,0,0,0,0,0,0,26,0,24,0,0,0,58,72
356,hsa-miR-19b-1-5p,0,13,10,11,48,69,10,0,0,0,0,0,28,0,0,0,0,10,14,0
357,hsa-miR-19b-2-5p,0,0,14,11,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,hsa-miR-19b-3p,87,399,590,774,544,1020,44,14,17,23,16,1889,11415,1552,3485,1012,1038,791,2851,3078
359,hsa-miR-200a-3p,21,81,88,132,129,159,73,29,121,50,60,33433,45077,21652,969,69383,37615,14626,27485,43933
360,hsa-miR-200a-5p,21,53,48,69,117,110,0,20,10,0,12,700,536,363,41,928,241,104,389,476
361,hsa-miR-200b-3p,28,90,108,125,148,263,55,13,64,18,33,23618,34072,8588,402,15130,12720,8020,13129,15355
362,hsa-miR-200b-5p,0,22,40,31,43,57,0,0,0,0,0,763,826,321,22,540,484,164,444,544
363,hsa-miR-200c-3p,64,138,154,173,124,200,166,32,173,63,449,58351,73095,45505,401,30137,84572,12228,39945,53189
364,hsa-miR-200c-5p,18,70,52,47,152,138,14,10,0,12,11,123,248,147,0,46,90,25,216,140
365,hsa-miR-202-3p,16,67,53,80,105,126,17,12,0,0,0,0,0,0,0,0,0,0,11,0
366,hsa-miR-202-5p,0,0,19,20,64,65,0,0,0,0,0,10,0,0,0,0,23,0,18,40
367,hsa-miR-203a-3p,742,496,994,940,757,291,53,48,159,103,21,11527,67800,4774,201,8999,1302,945,1314,2058
368,hsa-miR-203a-5p,0,29,29,28,103,126,0,24,0,0,0,11,14,12,0,26,0,0,0,13
369,hsa-miR-203b-3p,49,78,60,59,99,115,0,0,0,0,0,52,55,78,0,307,24,16,27,33
370,hsa-miR-203b-5p,135,84,118,107,183,125,30,49,56,36,14,814,3843,298,27,672,124,43,131,146
371,hsa-miR-204-3p,0,34,17,29,106,81,0,13,0,0,0,0,0,0,11,0,0,0,0,0
372,hsa-miR-204-5p,16,52,52,80,72,89,18,30,16,12,15,232,164,15,223,25,144,116,52,256
373,hsa-miR-205-3p,0,38,42,28,54,89,0,0,0,0,0,0,229,44,0,0,0,21,0,0
374,hsa-miR-205-5p,120,291,498,614,425,466,82,27,78,16,12,432,516895,94003,88,17291,4349,27,143,121
375,hsa-miR-2052,12,20,11,15,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,hsa-miR-2053,0,0,0,23,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,hsa-miR-2054,0,13,13,22,18,26,0,0,0,0,0,0,0,0,30,0,0,0,12,22
378,hsa-miR-206,170,177,230,122,91,237,54,39,56,96,1812,0,0,0,40,64,12,45,28,68
379,hsa-miR-208a-3p,0,11,16,22,62,61,0,0,15,0,0,0,0,0,0,0,0,0,0,0
380,hsa-miR-208a-5p,17,24,17,14,66,70,21,0,20,10,0,0,0,0,0,0,0,0,0,0
381,hsa-miR-208b-3p,33,96,142,148,184,185,0,23,37,0,16,0,18,24,19,0,24,14,44,66
382,hsa-miR-208b-5p,0,14,19,10,47,50,0,0,0,0,24,0,0,0,0,0,0,0,0,0
383,hsa-miR-20a-3p,0,20,24,18,17,39,0,0,11,0,0,35,131,20,51,13,28,11,29,20
384,hsa-miR-20a-5p,109,1148,1863,1494,1306,3169,39,25,12,22,67,1895,7362,2090,2705,428,972,788,653,724
385,hsa-miR-20b-3p,11,11,16,13,51,65,0,11,0,0,0,0,0,0,0,0,0,0,0,0
386,hsa-miR-20b-5p,56,194,272,198,248,337,19,0,0,22,51,52,169,41,426,19,93,66,42,162
387,hsa-miR-21-3p,18,54,79,69,99,105,21,16,20,0,0,2550,6876,2914,5457,2415,839,100,2366,2153
388,hsa-miR-21-5p,3600,5374,8393,13027,6610,10333,5019,1110,4733,2415,2401,1450717,3637206,994921,2323183,1500592,640666,100258,452143,799915
389,hsa-miR-210-3p,18,57,64,78,133,144,0,0,0,0,20,1191,3344,2160,1106,260,121,47,122,247
390,hsa-miR-210-5p,0,39,43,45,78,107,0,10,0,0,19,28,19,16,15,0,0,0,0,0
391,hsa-miR-211-3p,54,142,127,160,77,77,0,0,24,28,0,0,0,0,0,0,0,23,0,0
392,hsa-miR-211-5p,46,199,196,315,124,121,0,19,0,0,0,0,0,0,0,0,0,0,10,0
393,hsa-miR-2110,26,242,163,107,186,208,20,22,0,17,18,65,80,90,117,53,68,47,86,48
394,hsa-miR-2113,0,20,25,16,121,110,28,14,0,0,0,0,0,0,0,0,0,10,0,0
395,hsa-miR-2114-3p,0,41,35,56,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,hsa-miR-2114-5p,33,65,57,65,141,139,27,15,16,0,0,0,0,0,11,0,0,0,24,16
397,hsa-miR-2115-3p,93,248,325,301,195,245,19,21,0,0,0,10,0,0,0,0,0,18,0,0
398,hsa-miR-2115-5p,25,43,44,71,104,161,10,13,0,0,0,0,0,0,10,0,0,24,0,0
399,hsa-miR-2116-3p,12,29,36,47,62,85,13,11,0,0,0,40,42,28,45,19,12,16,14,12
400,hsa-miR-2116-5p,28,132,100,145,116,143,0,0,0,0,0,22,58,14,32,18,0,0,0,10
401,hsa-miR-2117,11,36,39,48,73,62,0,0,0,0,0,53,0,25,351,283,30,91,53,463
402,hsa-miR-212-3p,16,27,33,40,175,207,0,14,11,0,16,44,108,27,236,23,58,25,72,55
403,hsa-miR-212-5p,20,39,23,26,65,55,10,14,16,0,0,149,109,43,247,46,112,18,130,79
404,hsa-miR-214-3p,16,316,72,1128,63,131,18,0,20,27,0,4337,10807,124,4035,990,1201,148,3011,1967
405,hsa-miR-214-5p,0,0,11,15,48,39,0,0,0,0,0,155,656,19,472,112,68,13,183,282
406,hsa-miR-215-3p,0,18,20,24,54,46,0,0,0,0,0,182,0,0,0,0,0,711,0,0
407,hsa-miR-215-5p,55,101,133,141,178,220,188,41,61,114,98,18117,87,558,216,1154,754,118702,1025,1067
408,hsa-miR-216a-3p,0,44,0,15,82,89,0,0,0,0,37,10,26,0,20,0,2255,21,1056,1475
409,hsa-miR-216a-5p,10,132,41,51,78,95,37,15,50,0,40,109,806,47,189,132,36994,93,18214,25345
410,hsa-miR-216b-3p,26,59,114,90,108,127,0,16,10,0,0,0,0,0,0,0,458,14,315,513
411,hsa-miR-216b-5p,0,15,22,12,44,47,0,0,0,0,0,0,15,0,12,0,944,13,1985,699
412,hsa-miR-217,12,16,31,33,112,95,70,28,129,20,44,130,889,59,344,203,54281,229,52688,83320
413,hsa-miR-218-1-3p,0,31,27,30,82,105,24,0,0,0,0,0,0,0,0,0,0,0,0,0
414,hsa-miR-218-2-3p,64,105,161,165,357,344,64,30,17,11,31,27,59,0,105,11,13,11,57,23
415,hsa-miR-218-5p,11,32,48,49,153,176,29,24,25,0,0,2098,5861,263,21754,1205,1339,306,2708,3166
416,hsa-miR-219a-1-3p,62,241,288,221,153,195,26,18,0,11,0,0,0,14,16,11,21,187,11,26
417,hsa-miR-219a-2-3p,14,56,96,107,43,55,0,0,11,0,0,0,0,0,0,0,0,10,0,0
418,hsa-miR-219a-5p,21,33,24,21,66,57,16,13,0,0,15,28,69,40,40,47,22,19,71,111
419,hsa-miR-219b-3p,0,24,35,30,70,68,11,0,0,0,0,0,0,0,0,0,0,0,0,0
420,hsa-miR-219b-5p,54,48,49,47,92,113,26,33,0,18,0,12,10,13,23,22,23,13,20,23
421,hsa-miR-22-3p,241,1802,2099,3107,1990,3069,59,29,61,66,50,6114,24113,1459,12545,6176,2949,842,7318,7817
422,hsa-miR-22-5p,38,96,83,165,115,188,0,0,0,17,0,336,976,92,533,157,146,62,156,187
423,hsa-miR-221-3p,634,2454,3349,3899,2524,3905,220,43,181,142,224,22325,67609,52624,105919,33782,6402,2425,8396,10284
424,hsa-miR-221-5p,32,154,222,185,60,68,11,0,0,11,0,568,1646,1115,3628,771,237,83,203,389
425,hsa-miR-222-3p,82,379,615,623,576,774,17,11,30,16,34,3877,10864,8387,15779,4022,1215,485,1309,1065
426,hsa-miR-222-5p,15,42,42,65,67,83,0,0,0,0,0,11,15,16,35,0,0,15,11,0
427,hsa-miR-223-3p,3679,15092,43793,36599,13622,43946,3582,707,1803,3056,6309,8584,6379,13891,18825,1790,13120,2123,6338,6030
428,hsa-miR-223-5p,90,206,442,443,202,401,152,81,68,150,230,133,87,227,285,41,261,36,131,161
429,hsa-miR-224-3p,10,44,37,50,39,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,hsa-miR-224-5p,69,210,150,140,180,146,65,0,76,189,99,2432,9248,21146,2405,1260,2255,393,682,929
431,hsa-miR-2276-3p,105,439,523,561,236,207,22,23,0,20,33,0,10,0,19,0,0,19,0,13
432,hsa-miR-2276-5p,13,40,32,60,97,100,0,13,0,0,0,0,0,0,0,0,0,0,0,0
433,hsa-miR-2277-3p,19,69,59,71,220,261,13,0,16,0,0,90,63,39,129,41,32,75,104,74
434,hsa-miR-2277-5p,14,40,19,35,54,73,0,10,0,0,0,19,45,16,72,27,16,16,47,15
435,hsa-miR-2278,0,37,35,30,61,57,12,12,0,0,0,0,0,0,0,0,0,14,0,0
436,hsa-miR-2355-3p,0,16,33,32,88,84,10,0,0,0,0,22,91,52,56,30,19,14,21,35
437,hsa-miR-2355-5p,93,616,722,529,83,98,11,0,25,0,14,0,21,0,14,0,0,0,0,0
438,hsa-miR-2392,27,44,33,47,129,160,0,38,0,10,0,0,19,0,13,0,0,13,0,0
439,hsa-miR-23a-3p,429,2201,3102,5353,2421,4718,253,32,166,168,165,43601,170530,20706,86378,34926,10943,2379,13132,19538
440,hsa-miR-23a-5p,37,48,52,57,175,178,0,11,17,12,0,0,15,0,22,0,0,19,0,0
441,hsa-miR-23b-3p,82,478,547,1059,532,754,76,22,51,40,56,25037,51218,3901,9038,14967,11885,2092,9839,14198
442,hsa-miR-23b-5p,0,43,25,29,71,103,0,14,0,0,15,108,145,0,32,59,44,19,52,71
443,hsa-miR-23c,0,24,24,45,41,61,0,0,0,0,0,129,316,44,162,102,40,10,65,90
444,hsa-miR-24-1-5p,12,83,88,80,107,112,18,11,0,0,0,0,0,0,0,0,0,10,0,0
445,hsa-miR-24-2-5p,35,67,54,100,60,79,0,0,12,0,73,0,12,10,16,17,0,0,0,0
446,hsa-miR-24-3p,321,2364,2759,4052,2107,5362,200,27,143,111,158,33317,112757,12341,64772,23250,13631,2279,15115,18086
447,hsa-miR-2467-3p,0,25,0,18,98,86,0,0,10,0,0,0,0,0,0,0,0,28,11,11
448,hsa-miR-2467-5p,0,15,16,12,57,84,0,0,0,0,0,0,0,0,0,0,0,10,0,0
449,hsa-miR-25-3p,1747,4536,7257,4407,5581,9071,2342,867,558,1268,3446,16392,25112,74021,45022,14454,15441,4360,9334,11106
450,hsa-miR-25-5p,24,97,112,86,142,241,20,19,0,13,0,46,101,433,111,68,52,18,63,50
451,hsa-miR-2681-3p,14,37,29,41,131,242,0,13,18,0,0,0,0,0,0,0,0,10,0,11
452,hsa-miR-2681-5p,0,20,25,28,91,84,10,0,0,10,0,0,0,0,0,0,0,13,0,12
453,hsa-miR-2682-3p,10,25,15,22,74,99,0,0,0,0,0,0,0,12,0,0,0,18,0,0
454,hsa-miR-2682-5p,17,53,31,27,68,120,13,36,12,0,0,0,0,11,0,0,0,12,0,0
455,hsa-miR-26a-1-3p,11,27,12,18,45,52,0,10,0,0,0,44,65,44,48,32,18,0,34,43
456,hsa-miR-26a-2-3p,48,93,104,153,114,193,50,27,33,31,79,2794,3547,649,2278,1148,1730,313,1948,1880
457,hsa-miR-26a-5p,939,2955,4001,5710,3793,7724,600,222,593,242,681,213051,376269,55860,197234,87921,109121,33304,107063,138522
458,hsa-miR-26b-3p,30,43,62,100,85,108,0,0,0,23,0,44,77,21,112,24,44,16,43,48
459,hsa-miR-26b-5p,1080,2678,3041,4393,4076,8457,297,104,216,149,389,76652,141392,37341,130135,16629,48163,18288,34183,46493
460,hsa-miR-27a-3p,77,532,663,1226,637,1192,65,20,101,75,111,14755,69824,9165,28175,12741,6118,932,6558,8877
461,hsa-miR-27a-5p,0,34,36,44,91,83,0,0,14,0,0,940,467,632,1180,449,183,27,971,409
462,hsa-miR-27b-3p,258,905,919,1649,768,1310,394,30,428,599,573,78425,131097,11703,27711,61503,69300,7339,69461,84676
463,hsa-miR-27b-5p,0,40,38,36,60,73,0,0,0,0,0,54,95,0,23,44,30,0,72,75
464,hsa-miR-28-3p,133,208,305,231,220,477,228,40,136,166,189,8209,13489,5290,14054,6888,5664,2260,5089,6861
465,hsa-miR-28-5p,0,15,14,19,41,45,0,0,0,0,0,333,663,111,516,306,268,100,213,195
466,hsa-miR-2861,0,108,36,44,74,71,0,10,0,0,0,0,0,0,0,0,0,34,22,0
467,hsa-miR-2909,62,177,192,244,111,118,29,37,12,0,0,0,0,0,18,0,0,13,0,11
468,hsa-miR-296-3p,35,76,78,78,159,189,23,74,14,14,0,121,70,36,27,31,40,39,86,52
469,hsa-miR-296-5p,15,70,64,50,88,92,14,12,0,0,0,63,44,0,0,15,18,20,20,48
470,hsa-miR-297,0,14,13,24,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,hsa-miR-298,17,75,95,114,82,97,13,0,0,0,0,0,0,0,10,0,0,22,0,0
472,hsa-miR-299-3p,0,14,28,32,61,53,0,10,0,0,0,50,150,0,0,14,86,12,88,111
473,hsa-miR-299-5p,50,106,107,115,239,223,21,37,10,10,0,125,292,21,17,55,117,19,121,177
