"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold"
"hsa-miR-652-5p",18.9965545048364,-0.159030995444658,1.06643629241884,-0.14912376536244,0.881455973511543,0.953550612859262,"Not Significant"
"hsa-miR-653-3p",15.5789524197116,2.09045731307508,2.10598001727283,0.992629225315321,0.320890676987965,0.757995815371572,"Not Significant"
"hsa-miR-653-5p",82.8265445431275,1.31200080203052,0.998889871413765,1.31345891031371,0.189028357988166,0.673050334475749,"Not Significant"
"hsa-miR-654-3p",732.745753450005,-0.613325349754105,1.02126874330867,-0.60055235585403,0.548138179391389,0.846418319413558,"Not Significant"
"hsa-miR-654-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-655-3p",8.33278058921169,-0.8325531460119,2.30356955699378,-0.361418713615232,0.717786460671879,0.901338655154872,"Not Significant"
"hsa-miR-655-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-656-3p",10.4676293904281,-0.660294334299111,2.2751601796532,-0.290218833910744,0.771648828596849,0.922131544672475,"Not Significant"
"hsa-miR-656-5p",1.02921001758484,-4.02323719199939,3.24561152812702,-1.2395929571772,0.215125986932168,NA,"Not Significant"
"hsa-miR-657",5.22876889809289,-2.52669850795819,3.10954760673366,-0.812561448645031,0.416469542151802,NA,"Not Significant"
"hsa-miR-658",33.087848136084,-6.0408225823885,2.44268028239327,-2.47303039449349,NA,NA,"Not Significant"
"hsa-miR-659-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-659-5p",17.8312833074737,-1.37966809271001,1.57681571485337,-0.874971044310217,0.381589660984882,0.782071233772868,"Not Significant"
"hsa-miR-660-3p",5.983777974909,-6.50886600852918,3.20304276706123,-2.03208838653785,0.0421447088729271,NA,"Not Significant"
"hsa-miR-660-5p",1594.52562730278,-0.173163515854076,0.631418073292734,-0.274245421818636,0.783896024093701,0.922624132742323,"Not Significant"
"hsa-miR-661",21.2742726970187,-8.34723157107421,3.09040217234501,-2.70101789526646,NA,NA,"Not Significant"
"hsa-miR-662",0.583516469447473,2.13358034522178,3.27703117187356,0.651071116910358,0.515000580229259,NA,"Not Significant"
"hsa-miR-663a",1201.78321163792,-5.26654626539221,1.18963923224582,-4.4270112506713,NA,NA,"Not Significant"
"hsa-miR-663b",9.94214667815348,-7.24356725753996,2.57863804585696,-2.80906708453249,0.00496852921785672,0.108562363410169,"Not Significant"
"hsa-miR-664a-3p",139.650187459777,-0.481198172413237,0.688183389159937,-0.699229565829297,0.484408576363196,0.836214170490674,"Not Significant"
"hsa-miR-664a-5p",354.086896082806,-0.58139303960667,0.685525621654602,-0.848098190995992,0.396383289008453,0.782071233772868,"Not Significant"
"hsa-miR-664b-3p",14.7271649523266,-0.105159700875259,1.83473153968208,-0.0573161242398879,0.954293376181494,0.981494839388226,"Not Significant"
"hsa-miR-664b-5p",28.8268078655901,-0.517102689171106,0.982562994271805,-0.526279426546428,0.598694075311583,0.857274987304525,"Not Significant"
"hsa-miR-665",20.6278937990862,-2.64387739646334,1.74527045218727,-1.51488119973032,0.129802492218452,0.630505158170444,"Not Significant"
"hsa-miR-668-3p",6.57833364637658,-0.192424021729051,2.82380283121293,-0.0681435756073655,0.945671342633139,NA,"Not Significant"
"hsa-miR-668-5p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-670-3p",7.08692687002397,-0.932363156824028,2.79348286441317,-0.333763692880175,0.738557882721027,NA,"Not Significant"
"hsa-miR-670-5p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-671-3p",94.9590014386119,1.06116205705255,0.757567209963822,1.4007497197552,0.161288928991859,0.672389750526768,"Not Significant"
"hsa-miR-671-5p",1193.01156764296,0.130907021124197,0.765270581004427,0.171059785092457,0.864176756580954,0.94647930482676,"Not Significant"
"hsa-miR-6715a-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6715b-3p",6.09832377053051,-3.23147310641927,3.11718267591876,-1.03666465599961,0.299892169294065,NA,"Not Significant"
"hsa-miR-6715b-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6716-3p",29.3036534049057,0.0692974820495751,0.953391780109191,0.0726852103147339,0.94205661787545,0.979021978624427,"Not Significant"
"hsa-miR-6716-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6717-5p",16.0186346681227,-2.02336054600827,2.53365525458947,-0.798593471761067,0.424526174251428,0.788686014317419,"Not Significant"
"hsa-miR-6718-5p",0.901798180055185,2.74571134901535,3.25960185888519,0.842345620073491,0.399594522377941,NA,"Not Significant"
"hsa-miR-6719-3p",7.97381153486438,-6.92620111799929,3.19998872450436,-2.16444547599838,0.0304301768767166,NA,"Not Significant"
"hsa-miR-6720-3p",6.89771445489007,-1.7391061441714,3.08987009603134,-0.562841184296107,0.573543033305874,NA,"Not Significant"
"hsa-miR-6720-5p",18.4353343662111,-3.73373698924392,2.35984298541384,-1.58219721071364,NA,NA,"Not Significant"
"hsa-miR-6721-5p",7.21161786339618,-6.77709072685215,3.20143172784159,-2.11689372224135,0.0342688685902278,NA,"Not Significant"
"hsa-miR-6722-3p",7.9327796497358,-6.91594210760433,3.20070720914187,-2.1607543757364,0.0307143181005243,NA,"Not Significant"
"hsa-miR-6722-5p",12.2597503677735,-7.54873223755716,3.19815569205199,-2.3603391968431,NA,NA,"Not Significant"
"hsa-miR-6723-5p",11.9986920589227,-1.76467342406298,2.57385287930143,-0.685615498171726,0.492955605820146,0.837520489891045,"Not Significant"
"hsa-miR-6724-5p",1785.05734722849,-6.63711822974575,1.30220716822114,-5.0968220661942,NA,NA,"Not Significant"
"hsa-miR-6726-3p",5.06962804278904,-2.80040589490193,3.11679925619782,-0.898487732032554,0.368925582707422,NA,"Not Significant"
"hsa-miR-6726-5p",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-6727-3p",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-6727-5p",29.5360818265681,-5.65321146295071,2.8119006289192,-2.0104591907729,NA,NA,"Not Significant"
"hsa-miR-6728-3p",4.70904714961923,-2.6726307952641,3.11805211591513,-0.857147570312403,0.391363333860704,NA,"Not Significant"
"hsa-miR-6728-5p",6.75081862558154,-2.30890160372569,3.09578587653737,-0.745820833806565,0.455775652907432,NA,"Not Significant"
"hsa-miR-6729-3p",5.76929429071695,-6.45145786775394,3.20342777327378,-2.01392331101656,0.0440175856945139,NA,"Not Significant"
"hsa-miR-6729-5p",1.13379396086316,-4.1502134891645,3.2413380570661,-1.28040130837851,0.200404034061764,NA,"Not Significant"
"hsa-miR-6730-3p",60.9381709456977,-24.1166023318452,2.78910161123652,-8.64672776161544,NA,NA,"Not Significant"
"hsa-miR-6730-5p",8.46324916741532,-4.15776781259961,3.12667487685482,-1.32977299410868,0.183593076363692,0.673050334475749,"Not Significant"
"hsa-miR-6731-3p",8.11341604345137,-3.27355189271652,3.1040459742571,-1.05460805666707,0.291604617532231,NA,"Not Significant"
"hsa-miR-6731-5p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-6732-3p",8.1437001593741,-4.09406027974279,2.96115141474343,-1.38259065691767,0.166790415483795,NA,"Not Significant"
"hsa-miR-6732-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-6733-3p",5.93918291522666,-3.59893661719934,3.13014217083014,-1.14976778075383,0.250239528775806,NA,"Not Significant"
"hsa-miR-6733-5p",5.63407276649731,-3.35921209254589,3.12565383368538,-1.0747230087809,0.282498759242491,NA,"Not Significant"
"hsa-miR-6734-3p",10.5445552717167,-2.52600972849036,2.57200767938722,-0.982115935630556,0.326042735606498,0.761928745775612,"Not Significant"
"hsa-miR-6734-5p",13.1256810851688,-1.33856854615451,1.3426778085423,-0.996939502268047,0.318793876020761,0.757135455549308,"Not Significant"
"hsa-miR-6735-3p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-6735-5p",13.471026590822,-2.33684522811086,2.54775621188579,-0.91721696809491,NA,NA,"Not Significant"
"hsa-miR-6736-3p",9.86227788711824,-3.77851809734054,2.8919613331256,-1.30655899650524,0.191362530068779,0.673050334475749,"Not Significant"
"hsa-miR-6736-5p",7.21161786339618,-6.77709072685215,3.20143172784159,-2.11689372224135,0.0342688685902278,NA,"Not Significant"
"hsa-miR-6737-3p",7.57219875656599,-6.84818955640798,3.20105211218437,-2.13935584814171,0.0324068598391533,NA,"Not Significant"
"hsa-miR-6737-5p",25.1587534288864,-3.77455100646881,2.63475924515732,-1.43259806883928,NA,NA,"Not Significant"
"hsa-miR-6738-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-6738-5p",6.12987518388675,-6.54000848665599,3.2028401600135,-2.04194032793332,0.0411574508278605,NA,"Not Significant"
"hsa-miR-6739-3p",5.94993068443251,-2.7526188033227,3.10757827049798,-0.885776178014528,0.375738149100344,NA,"Not Significant"
"hsa-miR-6739-5p",21.556071984842,-2.74737316256547,2.13425674619539,-1.28727397369742,0.197998811658253,0.673050334475749,"Not Significant"
"hsa-miR-6740-3p",9.87631720385856,-3.41417986955345,2.91197821805011,-1.17246064836282,0.241012162341024,0.692909966730444,"Not Significant"
"hsa-miR-6740-5p",15.1926016659206,-1.82734634242858,2.18536237165693,-0.836175439885101,0.403056213042945,0.782071233772868,"Not Significant"
"hsa-miR-6741-3p",60.9880347171286,-5.30292085618605,2.47045110011328,-2.14653949472746,NA,NA,"Not Significant"
"hsa-miR-6741-5p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-6742-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6742-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-6743-3p",11.0934093231399,-4.30445342321802,3.11554354634661,-1.3816059249968,NA,NA,"Not Significant"
"hsa-miR-6743-5p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-6744-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-6744-5p",4.94791415973249,-1.71406355730667,3.10132647710067,-0.552687235595105,0.580477595316099,NA,"Not Significant"
"hsa-miR-6745",4.65600019785128,-2.77682785781048,3.12118073534443,-0.88967224049717,0.373641903782121,NA,"Not Significant"
"hsa-miR-6746-3p",30.0981027576039,-6.05290104527985,2.78963342531943,-2.16978366775439,NA,NA,"Not Significant"
"hsa-miR-6746-5p",11.3515827206141,-3.85284666727462,3.10244499678743,-1.24187428665592,NA,NA,"Not Significant"
"hsa-miR-6747-3p",15.4263815059222,-0.930732672444175,1.93532090738927,-0.480919039778122,0.630574040172542,0.869187867585099,"Not Significant"
"hsa-miR-6747-5p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-6748-3p",14.2432912273381,-4.16789636416771,3.10027654267659,-1.34436277112538,NA,NA,"Not Significant"
"hsa-miR-6748-5p",12.3118775959754,-4.69633137881078,2.36031328108306,-1.98970679716542,0.0466232435050808,0.449103074073287,"Not Significant"
"hsa-miR-6749-3p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-6749-5p",10.4119677982709,-3.02084690721936,3.09083633783955,-0.977355827688658,NA,NA,"Not Significant"
"hsa-miR-675-3p",21.065078322804,-1.54457279249156,1.29123712251064,-1.19619608634574,0.231620047767244,0.682672744165316,"Not Significant"
"hsa-miR-675-5p",17.764960994902,-0.951602025174047,1.9241445430427,-0.49455849281949,0.620911807569616,0.867415823972157,"Not Significant"
"hsa-miR-6750-3p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-6750-5p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-6751-3p",37.3547502918031,-3.98090249916853,2.00795747580709,-1.98256315043147,NA,NA,"Not Significant"
"hsa-miR-6751-5p",7.30648430664522,-2.23089360427363,3.09237806943608,-0.721416836551442,0.470653090814165,NA,"Not Significant"
"hsa-miR-6752-3p",28.6359031854423,-3.83202793750181,2.62901025242656,-1.45759337909195,NA,NA,"Not Significant"
"hsa-miR-6752-5p",10.9667081647815,-7.38902595031137,2.03680096199446,-3.62776043815099,0.000285890337477538,0.0138815641641871,"Downregulated"
"hsa-miR-6753-3p",8.31485608131732,-3.61836132027535,3.11091993600609,-1.16311618257869,0.244782367249483,NA,"Not Significant"
"hsa-miR-6753-5p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-6754-3p",17.0469170174225,-1.99841458834362,1.56600873534931,-1.27611969412026,0.201913210774362,0.673050334475749,"Not Significant"
"hsa-miR-6754-5p",10.4563645213536,-7.31598192016336,2.56128366614047,-2.85637316041125,0.00428511179480082,0.0960304540681004,"Not Significant"
"hsa-miR-6755-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6755-5p",24.2130986897117,0.962660349633816,1.13831947546558,0.845685565767975,0.397728177512246,0.782071233772868,"Not Significant"
"hsa-miR-6756-3p",21.7544565092751,-3.13085284481106,2.08663265739774,-1.50043316618824,0.133502233699533,0.630505158170444,"Not Significant"
"hsa-miR-6756-5p",11.6155501820203,-3.0707751001608,2.51996455967436,-1.21857868531199,0.223004143074843,0.67764305591039,"Not Significant"
"hsa-miR-6757-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6757-5p",6.76643860510218,-3.52671573770205,3.11952624669014,-1.13052927233549,0.258253271100778,NA,"Not Significant"
"hsa-miR-6758-3p",14.1945418166327,-1.28816046289582,1.90795871580166,-0.675151119480372,0.499579758440835,0.839037782973332,"Not Significant"
"hsa-miR-6758-5p",10.9766248134848,-3.84716860270705,2.83341172519187,-1.35778664586649,0.174531393548283,0.672389750526768,"Not Significant"
"hsa-miR-6759-3p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-6759-5p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-676-3p",19.8337385293483,-0.339684310696704,1.4639640806588,-0.2320304952727,0.816514328260695,0.924395755051616,"Not Significant"
"hsa-miR-676-5p",5.57860202205685,-3.4979946316209,3.13092263592842,-1.11724083868448,0.263891363497591,NA,"Not Significant"
"hsa-miR-6760-3p",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-6760-5p",8.15571522601346,-3.95678981858074,3.12195461434099,-1.2674078605771,0.205009490572926,NA,"Not Significant"
"hsa-miR-6761-3p",6.35281076016442,-3.56005795204459,3.12439045963031,-1.13944079590674,0.254519348526268,NA,"Not Significant"
"hsa-miR-6761-5p",5.49764803653987,-1.21526998274439,3.09427273863811,-0.392748178778601,0.69450548256603,NA,"Not Significant"
"hsa-miR-6762-3p",2.00872280581659,3.87802223960055,3.24140435382033,1.19640187285795,0.231539770835261,NA,"Not Significant"
"hsa-miR-6762-5p",5.93918291522666,-3.59893661719934,3.13014217083014,-1.14976778075383,0.250239528775806,NA,"Not Significant"
"hsa-miR-6763-3p",12.2689355320551,-2.97017556906393,2.49533410278086,-1.19029173919192,0.233931746486657,0.6860951222461,"Not Significant"
"hsa-miR-6763-5p",6.76643860510218,-3.52671573770205,3.11952624669014,-1.13052927233549,0.258253271100778,NA,"Not Significant"
"hsa-miR-6764-3p",11.0283473047326,-4.55267026474706,2.79352265881473,-1.62972376486064,0.103159892328342,0.617352584116355,"Not Significant"
"hsa-miR-6764-5p",9.19515872296079,-3.47712161285547,3.10297402967465,-1.12057709139772,0.262467920813036,0.712701400589836,"Not Significant"
"hsa-miR-6765-3p",5.32411503242294,-3.13432840692295,3.12250098538609,-1.00378780394056,0.315480904191925,NA,"Not Significant"
"hsa-miR-6765-5p",25.2406625218866,-23.458787087777,3.01916298204339,-7.76996380364333,NA,NA,"Not Significant"
"hsa-miR-6766-3p",7.9327796497358,-6.91594210760433,3.20070720914187,-2.1607543757364,0.0307143181005243,NA,"Not Significant"
"hsa-miR-6766-5p",5.57860202205685,-3.4979946316209,3.13092263592842,-1.11724083868448,0.263891363497591,NA,"Not Significant"
"hsa-miR-6767-3p",5.99222986699461,-3.46571118074531,3.12507387735363,-1.10900136021109,0.26742959519683,NA,"Not Significant"
"hsa-miR-6767-5p",6.66303397369022,-1.53694387440318,3.08968338124715,-0.497443810499053,0.618876117579877,NA,"Not Significant"
"hsa-miR-6768-3p",6.12987518388675,-6.54000848665599,3.2028401600135,-2.04194032793332,0.0411574508278605,NA,"Not Significant"
"hsa-miR-6768-5p",100.234559805244,-4.95011866392887,1.45200684881137,-3.40915655320847,0.000651640723447906,0.0258879087406123,"Downregulated"
"hsa-miR-6769a-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-6769a-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6769b-3p",5.27106808065499,-3.25622137210083,3.12675866506782,-1.04140476477426,0.297687732088264,NA,"Not Significant"
"hsa-miR-6769b-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6770-3p",1.71731043031063,-1.25879871120687,3.16324765370212,-0.397945039090958,0.69067069943043,NA,"Not Significant"
"hsa-miR-6770-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6771-3p",4.83817946109695,-1.13744645129447,3.09769326186486,-0.367191440578499,NA,NA,"Not Significant"
"hsa-miR-6771-5p",6.12987518388675,-6.54000848665599,3.2028401600135,-2.04194032793332,0.0411574508278605,NA,"Not Significant"
"hsa-miR-6772-3p",7.75156785284804,-2.70447017212716,3.06602758953677,-0.882076267466256,0.377735565174266,NA,"Not Significant"
"hsa-miR-6772-5p",15.1664073413871,-4.4394021831914,2.6884672113785,-1.65127629766223,0.0986821698388453,0.607381805909513,"Not Significant"
"hsa-miR-6773-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-6773-5p",5.79707965126485,-3.41858589698453,3.12543211942032,-1.09379623884411,0.274044354069094,NA,"Not Significant"
"hsa-miR-6774-3p",2.26235093309098,-0.905600334799882,3.1372713296763,-0.288658595204553,0.772842650681484,NA,"Not Significant"
"hsa-miR-6774-5p",5.82134557207068,-6.46941232023472,3.20330573125756,-2.01960501525246,0.0434243745266678,NA,"Not Significant"
"hsa-miR-6775-3p",9.01452232924523,-7.10198530913687,3.19983870930134,-2.21948227843257,NA,NA,"Not Significant"
"hsa-miR-6775-5p",13.2896519164514,-0.845574173568754,2.26987801715826,-0.372519653997689,0.709505981504808,0.900011941705663,"Not Significant"
"hsa-miR-6776-3p",6.66034470156628,-3.78183403837436,3.12885834329497,-1.20869455355136,0.226780214898262,NA,"Not Significant"
"hsa-miR-6776-5p",6.49045607705656,-6.62344066336356,3.20231820408689,-2.06832683114081,0.0386093003807203,NA,"Not Significant"
"hsa-miR-6777-3p",5.4832558877268,-2.82064794330841,3.11301237660544,-0.906083112455906,0.364891863089463,NA,"Not Significant"
"hsa-miR-6777-5p",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-6778-3p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-6778-5p",9.73568411558485,-7.21389497603997,3.19936735964982,-2.25478795183731,NA,NA,"Not Significant"
"hsa-miR-6779-3p",10.0932732871309,-3.06840937921992,2.51946777798825,-1.21787998482362,0.223269583244428,0.67764305591039,"Not Significant"
"hsa-miR-6779-5p",9.18441095375494,-4.28442211792344,3.12605734484158,-1.37055135120708,NA,NA,"Not Significant"
"hsa-miR-6780a-3p",7.89728256194781,-1.4053391301683,2.73484830419163,-0.513863649407676,0.607347323582361,NA,"Not Significant"
"hsa-miR-6780a-5p",8.57217061643198,-7.03107727819399,3.14574363234392,-2.23510816517336,0.0254102484611766,0.281120976646435,"Not Significant"
"hsa-miR-6780b-3p",12.5035865358577,-3.28979332655713,2.42350091774458,-1.35745495389321,0.174636697219195,0.672389750526768,"Not Significant"
"hsa-miR-6780b-5p",5.40871339754714,-6.35711113480511,3.2040943240534,-1.98405867364196,0.0472492994353619,NA,"Not Significant"
"hsa-miR-6781-3p",6.98092228929424,-3.57917457661676,3.08106815767694,-1.16166679652922,0.24537083788141,NA,"Not Significant"
"hsa-miR-6781-5p",10.8174267950943,-7.36699882469393,3.19877858121753,-2.30306619781412,NA,NA,"Not Significant"
"hsa-miR-6782-3p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-6782-5p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-6783-3p",6.66034470156628,-3.78183403837436,3.12885834329497,-1.20869455355136,0.226780214898262,NA,"Not Significant"
"hsa-miR-6783-5p",3.67820944198635,0.337443798529089,3.11521798940387,0.108321086895644,0.913740996107706,NA,"Not Significant"
"hsa-miR-6784-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6784-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6785-3p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-6785-5p",8.20876217778142,-3.83489694561725,3.11769038907494,-1.23004418881861,0.218680557877216,NA,"Not Significant"
"hsa-miR-6786-3p",10.1200564242866,-4.42338365779938,2.84448632560282,-1.55507292054285,0.11992870340401,0.630505158170444,"Not Significant"
"hsa-miR-6786-5p",6.85103697022637,-6.70231680121447,3.20185146739476,-2.0932628728927,0.036325694958461,NA,"Not Significant"
"hsa-miR-6787-3p",0.636563421215425,2.25547119510108,3.2729690410874,0.689120846175717,0.490747222587983,NA,"Not Significant"
"hsa-miR-6787-5p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-6788-3p",6.5425073584103,-6.63892282134386,3.20222458842917,-2.07322211107015,0.0381516135312315,NA,"Not Significant"
"hsa-miR-6788-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6789-3p",9.73568411558485,-7.21389497603997,3.19936735964982,-2.25478795183731,NA,NA,"Not Significant"
"hsa-miR-6789-5p",2782.6252169413,-5.79728268812672,1.37345528572998,-4.22094752436409,NA,NA,"Not Significant"
"hsa-miR-6790-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-6790-5p",20.1055352500104,-2.21667564496169,2.45747027479399,-0.902015242136558,0.367048770978779,0.782071233772868,"Not Significant"
"hsa-miR-6791-3p",7.246157048134,-3.08977900491952,3.08690454961171,-1.00093117725592,0.316860082402997,NA,"Not Significant"
"hsa-miR-6791-5p",12.6203312609433,-7.59080074512994,3.19802228495937,-2.37359219816267,NA,NA,"Not Significant"
"hsa-miR-6792-3p",19.9855652247666,-2.16810671214652,1.59638046295283,-1.35813909181534,0.174419552981188,0.672389750526768,"Not Significant"
"hsa-miR-6792-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6793-3p",4.91048718748518,-3.13884230970533,3.12781287753882,-1.00352624424745,0.315607020866323,NA,"Not Significant"
"hsa-miR-6793-5p",27.9680251761654,-4.17722021777419,2.29491038192019,-1.82021060634143,NA,NA,"Not Significant"
"hsa-miR-6794-3p",9.75388973554502,-1.98818113802104,2.64764687373543,-0.750923832684689,0.45269849634162,0.808538776342435,"Not Significant"
"hsa-miR-6794-5p",3.60580893169809,-5.76227364194527,3.20944797201522,-1.79540958201828,0.0725884669208737,NA,"Not Significant"
"hsa-miR-6795-3p",10.9581877989202,-3.27460826791836,2.89333354520976,-1.13177696824476,NA,NA,"Not Significant"
"hsa-miR-6795-5p",6.45890466370032,-3.32581987902091,3.11649753049198,-1.0671658958433,0.285896929807471,NA,"Not Significant"
"hsa-miR-6796-3p",5.46076467890087,-6.37661533591367,3.20395297702529,-1.99023374613757,0.0465651925269739,NA,"Not Significant"
"hsa-miR-6796-5p",39.8945650473167,-3.71222542559203,2.32995793142127,-1.59325856296795,NA,NA,"Not Significant"
"hsa-miR-6797-3p",6.51195161546827,-3.22162969009299,3.11336440595679,-1.03477436946637,0.300774295295968,NA,"Not Significant"
"hsa-miR-6797-5p",14.8383637517862,-2.42356882985833,2.48218423315338,-0.976385554902755,0.328873437085201,0.764377814310663,"Not Significant"
"hsa-miR-6798-3p",5.76929429071695,-6.45145786775394,3.20342777327378,-2.01392331101656,0.0440175856945139,NA,"Not Significant"
"hsa-miR-6798-5p",3.9663898248679,-5.90247098405757,3.2079840965386,-1.83993149792304,0.0657782949904096,NA,"Not Significant"
"hsa-miR-6799-3p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6799-5p",8.29336054290561,-6.98066034391029,3.20039241141153,-2.18118888140703,0.0291694488661676,NA,"Not Significant"
"hsa-miR-6800-3p",5.04813250437733,-6.25616907795288,3.2048567655625,-1.95209007315958,0.0509275115949429,NA,"Not Significant"
"hsa-miR-6800-5p",6.04527681876256,-3.34381830735987,3.12081390679965,-1.07145712856327,0.283963937460033,NA,"Not Significant"
"hsa-miR-6801-3p",4.32697071803771,-6.03025597460243,3.20676628762391,-1.88047878570864,0.0600428549522817,NA,"Not Significant"
"hsa-miR-6801-5p",7.06552065441843,-6.75018179468296,3.20158030483546,-2.10839059213599,0.0349972175407769,NA,"Not Significant"
"hsa-miR-6802-3p",0.848751228287233,2.66013240731622,3.26162982522781,0.815583787817007,0.414738224967648,NA,"Not Significant"
"hsa-miR-6802-5p",4.34846625644942,-2.53243538481494,3.11955817566626,-0.811792966250446,0.416910438753526,NA,"Not Significant"
"hsa-miR-6803-3p",11.4009432645417,-4.47559932884668,3.11962337679328,-1.43466014588185,NA,NA,"Not Significant"
"hsa-miR-6803-5p",13.1463428315532,-7.64929161326857,2.88448653374244,-2.65187288059345,0.00800466723734308,0.152773047889518,"Not Significant"
"hsa-miR-6804-3p",6.12987518388675,-6.54000848665599,3.2028401600135,-2.04194032793332,0.0411574508278605,NA,"Not Significant"
"hsa-miR-6804-5p",0,NA,NA,NA,NA,NA,"Not Significant"
"hsa-miR-6805-3p",12.5887798475871,-4.37976080318446,3.11122353007082,-1.40772939033563,NA,NA,"Not Significant"
"hsa-miR-6805-5p",4.68755161120752,-6.1476209610582,3.20573754940576,-1.91769315682058,0.0551499299594535,NA,"Not Significant"
"hsa-miR-6806-3p",10.6895335769938,-3.71273655404328,2.86084985673676,-1.2977739972269,0.194365007418077,0.673050334475749,"Not Significant"
"hsa-miR-6806-5p",7.21161786339618,-6.77709072685215,3.20143172784159,-2.11689372224135,0.0342688685902278,NA,"Not Significant"
